Asset_ID,Asset_Type,Acquisition_Date,Acquisition_Cost,Depreciation_Method,Depreciation_Rate,Book_Value,Useful_Life,Years_in_Service,Maintenance_Cost,Repair_Frequency,Condition_Score,Utilization_Percentage,Retired
A23962,Furniture,2022-12-12,97247,Straight-Line,17,67172.37,12,1,3840,4,10,73,0
A23963,Furniture,2010-10-23,236973,Straight-Line,9,-60853.37,28,13,10878,9,3,82,1
A23964,Building,2017-10-25,61764,Declining Balance,11,14522.15,11,6,12891,2,2,94,1
A23965,Furniture,2018-12-21,17606,Declining Balance,7,10461.34,17,5,14888,3,9,90,0
A23966,Building,2019-01-18,61413,Declining Balance,16,5202.44,12,5,17355,4,6,88,0
A23967,Building,2023-01-02,192993,Declining Balance,9,162394.36,12,1,18584,3,5,74,0
A23968,Machine,2018-04-04,136403,Straight-Line,20,-41257.24,11,6,5167,13,5,95,0
A23969,Machine,2020-01-09,223960,Declining Balance,11,107059.02,26,4,14368,13,2,69,1
A23970,Furniture,2016-10-20,22063,Declining Balance,10,4485.14,20,7,1825,3,8,90,0
A23971,Equipment,2010-12-17,84551,Straight-Line,6,14473.28,28,13,10247,6,1,17,1
A23972,Equipment,2019-04-20,84209,Declining Balance,9,42764.33,27,5,6152,10,8,43,0
A23973,Vehicle,2013-02-22,103667,Straight-Line,9,-4816.97,25,11,11838,14,10,9,0
A23974,Building,2018-12-21,185792,Declining Balance,18,-8083.22,23,5,18268,2,1,93,1
A23975,Furniture,2015-02-11,77350,Straight-Line,15,-34701.54,8,9,3373,12,7,42,1
A23976,Furniture,2021-05-25,245830,Declining Balance,5,204409.33,26,3,3031,10,10,74,0
A23977,Equipment,2019-11-22,231914,Declining Balance,19,17028.21,26,4,19861,5,1,66,1
A23978,Building,2010-05-24,73595,Straight-Line,20,-138076.32,16,14,14906,14,8,69,0
A23979,Furniture,2006-12-12,202062,Declining Balance,20,-518496.63,12,17,7957,1,6,46,1
A23980,Equipment,2018-04-03,217385,Declining Balance,6,132408.31,21,6,16055,15,3,60,1
A23981,Equipment,2012-02-24,24304,Straight-Line,14,-18652.15,22,12,5140,12,10,53,0
A23982,Equipment,2015-03-10,184811,Declining Balance,13,-45438.19,16,9,9769,12,6,71,0
A23983,Machine,2020-05-16,201036,Declining Balance,12,95021.18,20,4,2869,2,2,24,1
A23984,Equipment,2019-08-18,33151,Declining Balance,19,777.46,12,5,6315,3,8,100,0
A23985,Vehicle,2005-09-10,53340,Straight-Line,20,-150258.05,9,19,19750,1,1,85,1
A23986,Equipment,2024-03-21,144628,Straight-Line,8,138319.84,15,0,8229,8,10,54,0
A23987,Vehicle,2014-09-17,34324,Declining Balance,19,-31284.68,17,10,481,11,7,54,0
A23988,Machine,2015-11-23,72131,Declining Balance,7,27310.97,10,8,10086,5,2,67,1
A23989,Equipment,2014-05-05,189395,Declining Balance,5,90624.21,23,10,19889,2,6,6,0
A23990,Building,2024-08-21,112832,Straight-Line,15,110699.01,15,0,12566,4,3,89,1
A23991,Vehicle,2007-12-18,10197,Straight-Line,16,-17234.89,28,16,18697,10,1,59,1
A23992,Machine,2006-07-19,180037,Declining Balance,8,-82530.93,16,18,9951,3,7,67,1
A23993,Equipment,2015-02-24,34135,Straight-Line,12,-5278.3,12,9,2329,5,3,15,1
A23994,Vehicle,2022-05-24,190257,Declining Balance,13,131574.44,18,2,16566,8,7,61,0
A23995,Vehicle,2017-10-15,244853,Declining Balance,9,91018.23,13,6,152,12,5,59,0
A23996,Vehicle,2020-01-26,60402,Straight-Line,16,14992.93,30,4,14836,8,3,26,1
A23997,Vehicle,2022-01-10,159455,Straight-Line,19,76451.03,14,2,5784,1,4,77,0
A23998,Machine,2010-11-19,187975,Straight-Line,6,31312.0,9,13,16324,7,9,1,1
A23999,Furniture,2024-09-03,233962,Straight-Line,12,231423.67,17,0,16104,15,9,61,0
A24000,Building,2013-02-04,101481,Declining Balance,20,-135511.89,17,11,16611,9,5,77,0
A24001,Building,2010-01-21,60628,Straight-Line,9,-19680.01,24,14,18503,3,2,58,1
A24002,Building,2010-12-31,214815,Declining Balance,7,7674.49,12,13,8571,3,4,83,1
A24003,Building,2009-02-28,140208,Declining Balance,11,-100600.2,16,15,17222,4,5,2,0
A24004,Building,2018-05-15,27477,Straight-Line,16,-659.45,27,6,15330,13,8,35,0
A24005,Building,2018-12-05,55477,Declining Balance,11,19831.89,18,5,12679,10,5,64,0
A24006,Furniture,2007-05-19,103760,Declining Balance,6,-4548.38,8,17,7940,2,10,25,1
A24007,Vehicle,2012-06-19,163627,Declining Balance,16,-158570.25,28,12,13378,15,5,47,0
A24008,Equipment,2023-08-14,119496,Straight-Line,15,98919.77,29,1,7788,6,1,92,1
A24009,Machine,2009-08-03,39920,Straight-Line,12,-32828.46,23,15,9110,7,8,28,0
A24010,Furniture,2020-03-13,152698,Declining Balance,12,68960.93,23,4,19318,5,7,88,0
A24011,Furniture,2022-07-27,11548,Declining Balance,14,7995.65,14,2,19684,10,7,20,0
A24012,Building,2024-06-29,144216,Declining Balance,14,138739.74,18,0,6008,15,9,48,0
A24013,Furniture,2021-04-24,159635,Straight-Line,10,104484.39,17,3,2870,4,2,97,1
A24014,Machine,2023-04-08,207489,Declining Balance,9,179503.57,24,1,19075,14,8,97,0
A24015,Vehicle,2017-10-30,204053,Declining Balance,8,90767.25,22,6,8846,10,6,64,0
A24016,Vehicle,2011-03-31,91239,Straight-Line,5,29521.44,15,13,17760,12,1,89,1
A24017,Equipment,2008-05-13,158684,Declining Balance,7,-23606.96,19,16,18947,0,10,15,0
A24018,Machine,2023-05-12,163401,Declining Balance,9,142731.89,13,1,10425,12,7,92,0
A24019,Equipment,2014-11-07,94934,Straight-Line,12,-18081.68,12,9,10460,15,7,89,0
A24020,Vehicle,2011-03-10,64295,Declining Balance,11,-31793.44,12,13,16666,10,6,57,1
A24021,Building,2010-05-29,48189,Straight-Line,16,-62584.97,18,14,19736,1,10,49,0
A24022,Vehicle,2008-04-12,36764,Straight-Line,19,-78462.43,8,16,9795,5,6,34,1
A24023,Machine,2007-11-26,76730,Straight-Line,18,-156323.19,25,16,14696,6,8,68,0
A24024,Equipment,2017-09-22,41347,Declining Balance,12,6398.02,29,7,6589,6,1,55,1
A24025,Equipment,2018-04-11,92901,Straight-Line,16,-3614.23,27,6,13737,11,2,28,1
A24026,Equipment,2007-08-12,92477,Straight-Line,14,-129746.5,22,17,10385,13,3,22,1
A24027,Equipment,2006-05-15,65306,Declining Balance,15,-115019.07,13,18,1645,8,3,48,1
A24028,Machine,2016-07-23,123178,Declining Balance,13,-8305.23,5,8,2261,5,7,56,1
A24029,Building,2022-01-24,212502,Declining Balance,14,132135.49,20,2,17878,3,2,21,1
A24030,Building,2006-04-26,64912,Straight-Line,11,-66900.26,15,18,853,4,2,42,1
A24031,Equipment,2014-06-14,97056,Declining Balance,20,-103278.22,15,10,6582,9,8,3,0
A24032,Vehicle,2008-11-13,198506,Declining Balance,20,-433015.01,9,15,11054,13,5,19,1
A24033,Furniture,2023-04-17,127698,Straight-Line,8,112640.13,30,1,17335,8,3,17,1
A24034,Vehicle,2022-11-19,65700,Declining Balance,8,55807.2,15,1,8453,14,10,67,0
A24035,Furniture,2022-01-07,18612,Declining Balance,17,9917.39,21,2,118,0,3,31,1
A24036,Equipment,2012-01-05,207924,Straight-Line,6,48716.88,11,12,4795,8,10,53,1
A24037,Vehicle,2009-08-14,22797,Straight-Line,20,-46306.02,7,15,16375,8,2,0,1
A24038,Building,2014-04-28,143709,Declining Balance,19,-141606.52,16,10,17453,13,2,93,1
A24039,Furniture,2008-10-24,205367,Straight-Line,20,-450231.98,5,15,2666,15,3,39,1
A24040,Building,2022-03-07,189779,Straight-Line,18,101430.38,12,2,6224,12,6,22,0
A24041,Vehicle,2021-02-18,159973,Declining Balance,10,101856.78,21,3,1042,11,2,15,1
A24042,Furniture,2023-08-03,21227,Straight-Line,6,19726.57,17,1,2898,1,5,67,0
A24043,Vehicle,2009-09-10,131435,Declining Balance,5,32318.61,25,15,10609,8,6,90,0
A24044,Vehicle,2021-08-19,56054,Straight-Line,17,26187.2,8,3,7973,7,8,42,0
A24045,Furniture,2011-01-21,191724,Declining Balance,6,33922.02,8,13,16014,15,9,91,1
A24046,Vehicle,2017-12-13,234428,Declining Balance,12,42595.25,12,6,16023,10,6,97,0
A24047,Building,2023-01-10,8140,Straight-Line,5,7431.93,25,1,14029,5,3,90,1
A24048,Equipment,2009-10-04,168033,Straight-Line,8,-33827.57,5,15,19409,15,10,63,1
A24049,Machine,2005-10-25,198325,Declining Balance,16,-403365.88,7,18,13560,4,4,48,1
A24050,Building,2012-09-08,24017,Straight-Line,7,3699.93,15,12,12146,9,3,78,1
A24051,Machine,2012-05-31,229263,Straight-Line,12,-110749.73,28,12,19506,0,3,10,1
A24052,Building,2010-04-04,140008,Straight-Line,7,-2274.65,6,14,19829,1,8,49,1
A24053,Furniture,2013-05-03,14226,Straight-Line,12,-5295.97,26,11,12869,3,1,87,1
A24054,Furniture,2021-02-13,203566,Straight-Line,16,84795.0,15,3,11055,7,9,69,0
A24055,Furniture,2005-06-09,245507,Straight-Line,14,-419218.34,28,19,1615,0,10,16,0
A24056,Building,2024-02-06,181357,Declining Balance,14,164453.53,13,0,7068,3,6,10,0
A24057,Furniture,2020-04-11,136005,Declining Balance,5,105469.08,15,4,18231,13,7,62,0
A24058,Furniture,2024-05-13,220396,Straight-Line,7,214224.91,14,0,10827,10,1,17,1
A24059,Building,2019-06-18,157733,Declining Balance,10,74026.47,23,5,19353,4,5,59,0
A24060,Equipment,2008-10-14,217803,Straight-Line,10,-130443.11,13,15,18378,15,1,72,1
A24061,Building,2022-03-17,196104,Straight-Line,8,155959.09,25,2,1730,1,4,34,0
A24062,Furniture,2018-07-20,88660,Declining Balance,11,28006.84,16,6,290,5,8,51,0
A24063,Vehicle,2015-05-14,229966,Declining Balance,13,-51216.26,25,9,11872,4,7,4,0
A24064,Building,2012-07-31,106792,Declining Balance,13,-62466.01,29,12,19175,9,3,9,1
A24065,Vehicle,2022-07-24,86750,Declining Balance,17,54224.69,15,2,467,0,4,65,0
A24066,Furniture,2023-12-26,154746,Declining Balance,16,135413.35,13,0,10652,2,9,48,0
A24067,Equipment,2012-05-14,14313,Straight-Line,19,-19423.33,21,12,2575,7,6,30,0
A24068,Vehicle,2020-02-22,228150,Declining Balance,8,143740.75,5,4,6170,8,10,99,0
A24069,Vehicle,2010-05-06,244494,Straight-Line,14,-249437.47,27,14,13295,15,3,96,1
A24070,Building,2014-06-07,47265,Declining Balance,19,-45589.36,29,10,19773,6,5,35,0
A24071,Building,2014-10-20,193518,Declining Balance,19,-173058.11,25,9,10588,3,6,92,0
A24072,Machine,2015-02-08,109845,Straight-Line,14,-38797.86,26,9,5577,15,6,48,0
A24073,Machine,2016-03-13,102719,Declining Balance,8,32273.47,18,8,8108,3,3,2,1
A24074,Furniture,2021-07-19,241352,Declining Balance,10,163656.49,11,3,1795,6,7,76,0
A24075,Equipment,2021-07-30,215984,Straight-Line,9,153993.63,28,3,19159,6,8,97,0
A24076,Machine,2010-11-03,132731,Declining Balance,20,-237170.3,20,13,18234,2,4,83,0
A24077,Building,2010-03-05,95737,Declining Balance,8,-16083.82,5,14,13894,7,3,27,1
A24078,Building,2014-07-23,76755,Declining Balance,16,-48677.39,6,10,6257,0,9,14,1
A24079,Machine,2009-04-27,232705,Declining Balance,15,-306756.19,24,15,2896,10,3,15,1
A24080,Vehicle,2020-12-02,148719,Straight-Line,8,102954.29,9,3,16443,4,8,13,0
A24081,Furniture,2013-10-17,150562,Declining Balance,18,-146956.76,28,10,3514,0,8,47,0
A24082,Machine,2016-07-01,207764,Straight-Line,6,104656.13,30,8,13445,0,2,12,1
A24083,Building,2020-11-20,24535,Declining Balance,15,10257.65,11,3,8413,0,9,93,0
A24084,Machine,2004-11-05,235659,Straight-Line,14,-421926.46,7,19,15399,2,5,39,1
A24085,Vehicle,2009-12-28,229096,Straight-Line,6,25884.71,22,14,5305,10,9,66,0
A24086,Building,2019-04-26,187043,Declining Balance,20,-16910.74,10,5,19770,13,8,49,0
A24087,Building,2012-01-02,10336,Straight-Line,14,-8142.5,21,12,3998,13,6,74,0
A24088,Furniture,2024-04-20,139106,Straight-Line,10,132665.2,10,0,13133,11,5,48,0
A24089,Equipment,2019-07-29,68631,Declining Balance,6,47240.69,21,5,14137,6,2,57,1
A24090,Machine,2018-02-11,151442,Declining Balance,15,269.69,6,6,12930,2,1,48,1
A24091,Machine,2005-01-04,234785,Declining Balance,10,-229317.4,21,19,10498,5,7,77,0
A24092,Building,2018-01-13,214864,Declining Balance,18,-45586.49,14,6,33,2,2,85,1
A24093,Vehicle,2012-05-21,70875,Declining Balance,10,-16912.91,26,12,5037,3,9,81,0
A24094,Building,2022-03-06,173966,Declining Balance,14,110909.28,28,2,15181,8,1,76,1
A24095,Machine,2018-01-18,217705,Straight-Line,14,12871.44,20,6,12083,4,5,53,0
A24096,Equipment,2007-03-30,11637,Straight-Line,19,-27131.75,25,17,1281,7,5,21,0
A24097,Vehicle,2007-12-24,32917,Declining Balance,13,-38962.0,18,16,5236,6,1,57,1
A24098,Furniture,2008-09-07,90449,Straight-Line,11,-69640.77,14,16,18035,11,2,25,1
A24099,Equipment,2013-01-26,123402,Declining Balance,16,-107633.59,14,11,11880,5,2,58,1
A24100,Equipment,2015-08-31,197888,Declining Balance,8,53717.1,21,9,1133,2,3,31,1
A24101,Building,2008-10-16,117769,Straight-Line,11,-89291.49,25,15,19594,4,2,88,1
A24102,Machine,2016-01-05,189403,Straight-Line,19,-125799.92,29,8,7699,4,8,96,0
A24103,Equipment,2022-10-23,147796,Straight-Line,20,89973.35,15,1,11952,7,5,59,0
A24104,Furniture,2015-08-16,239280,Straight-Line,6,107944.78,16,9,9965,13,4,98,0
A24105,Vehicle,2011-08-22,206030,Declining Balance,14,-172816.84,6,13,13637,4,2,32,1
A24106,Equipment,2013-03-07,48335,Straight-Line,7,9114.79,16,11,18906,5,6,79,0
A24107,Furniture,2014-12-22,73582,Declining Balance,14,-27344.28,9,9,12862,9,8,10,0
A24108,Machine,2018-12-12,36552,Declining Balance,8,19527.78,25,5,818,0,1,20,1
A24109,Equipment,2006-11-08,105634,Straight-Line,11,-102629.94,26,17,17527,8,3,64,1
A24110,Building,2009-10-26,207191,Declining Balance,11,-133675.09,22,14,19534,15,4,14,0
A24111,Furniture,2023-08-27,180904,Declining Balance,15,150720.29,25,1,15556,6,5,9,0
A24112,Vehicle,2014-07-04,219236,Declining Balance,19,-208382.32,23,10,13241,13,1,97,1
A24113,Equipment,2014-11-24,206101,Straight-Line,10,2597.44,12,9,1210,12,10,72,0
A24114,Vehicle,2024-05-27,155509,Declining Balance,17,145948.39,13,0,31,10,6,48,0
A24115,Furniture,2016-03-20,16142,Declining Balance,13,-1807.02,6,8,2345,12,9,34,1
A24116,Machine,2009-06-02,169516,Declining Balance,6,13329.07,28,15,6424,7,1,57,1
A24117,Furniture,2023-01-09,163754,Declining Balance,15,120953.64,23,1,17484,8,6,7,0
A24118,Machine,2024-03-31,203613,Declining Balance,15,187798.13,13,0,14381,11,9,42,0
A24119,Building,2019-07-11,210633,Declining Balance,6,144361.51,24,5,11196,3,2,67,1
A24120,Machine,2014-01-10,113420,Straight-Line,17,-93762.6,27,10,10313,11,3,59,1
A24121,Vehicle,2024-07-14,135366,Declining Balance,7,133185.31,29,0,3991,2,10,1,0
A24122,Vehicle,2008-03-01,72241,Declining Balance,18,-143757.61,10,16,6217,1,7,7,1
A24123,Vehicle,2013-08-17,33578,Straight-Line,12,-11330.05,29,11,5430,11,10,78,0
A24124,Building,2005-12-08,249817,Declining Balance,16,-503275.17,18,18,18483,12,10,9,0
A24125,Furniture,2008-01-07,227594,Straight-Line,20,-535251.2,7,16,1371,5,7,18,1
A24126,Building,2016-08-30,147537,Declining Balance,11,15970.37,13,8,3026,9,5,62,0
A24127,Furniture,2006-05-01,68181,Straight-Line,7,-19858.42,20,18,5608,10,2,27,1
A24128,Vehicle,2019-06-30,145042,Straight-Line,13,45598.82,17,5,13256,10,6,94,0
A24129,Furniture,2007-01-10,177336,Straight-Line,17,-357796.03,14,17,14921,14,1,66,1
A24130,Equipment,2017-10-29,26643,Straight-Line,18,-6651.26,12,6,19555,1,2,22,1
A24131,Building,2016-09-09,126254,Straight-Line,6,65050.21,15,8,2822,5,7,99,0
A24132,Building,2014-11-09,141249,Declining Balance,14,-54820.09,23,9,9163,0,1,14,1
A24133,Building,2008-07-27,242921,Straight-Line,17,-426309.72,16,16,4315,1,5,11,0
A24134,Vehicle,2018-05-08,31475,Straight-Line,19,-6913.29,9,6,1558,8,2,30,1
A24135,Furniture,2022-08-06,38912,Straight-Line,19,22869.6,27,2,7436,13,8,34,0
A24136,Building,2007-07-06,239567,Straight-Line,8,-91337.38,12,17,1199,9,2,87,1
A24137,Equipment,2007-07-20,28379,Declining Balance,20,-69400.26,9,17,11867,11,4,96,1
A24138,Equipment,2013-10-09,233670,Declining Balance,13,-100478.1,25,11,12443,1,9,19,0
A24139,Machine,2013-08-10,93414,Declining Balance,20,-115167.95,22,11,6710,15,10,76,0
A24140,Machine,2012-10-26,248684,Straight-Line,11,-78304.8,11,11,3011,1,8,95,0
A24141,Equipment,2018-11-03,221005,Declining Balance,10,89976.28,8,5,10732,8,8,3,0
A24142,Furniture,2014-08-28,172077,Straight-Line,6,67642.76,10,10,13725,0,6,41,0
A24143,Vehicle,2012-08-23,58720,Declining Balance,18,-69476.22,14,12,18517,0,6,17,0
A24144,Building,2018-07-30,67604,Declining Balance,5,46674.54,9,6,5807,1,10,54,0
A24145,Equipment,2021-03-27,168474,Declining Balance,6,132775.97,11,3,19409,13,10,92,0
A24146,Vehicle,2015-11-18,130218,Declining Balance,9,26025.76,16,8,5273,6,1,66,1
A24147,Equipment,2017-04-11,8021,Straight-Line,17,-2196.44,28,7,1877,11,5,18,0
A24148,Furniture,2011-10-12,161630,Declining Balance,10,-48400.44,18,12,3340,12,7,18,0
A24149,Equipment,2017-07-29,214963,Declining Balance,11,44841.87,5,7,14737,2,4,34,1
A24150,Furniture,2005-06-25,40418,Declining Balance,8,-21974.1,30,19,3263,2,6,80,0
A24151,Machine,2021-09-03,214705,Declining Balance,9,154934.66,5,3,8243,13,6,84,0
A24152,Equipment,2011-05-23,222769,Straight-Line,16,-254261.82,15,13,5163,2,3,71,1
A24153,Building,2009-07-12,240398,Declining Balance,19,-455998.78,25,15,11844,11,6,48,0
A24154,Machine,2016-10-13,225383,Declining Balance,18,-98612.78,24,7,16804,10,6,65,0
A24155,Machine,2019-12-30,20386,Straight-Line,5,15521.29,13,4,3004,10,10,29,0
A24156,Building,2006-01-25,249837,Declining Balance,20,-685032.52,15,18,3147,13,4,45,1
A24157,Building,2004-12-01,62685,Straight-Line,6,-12011.48,25,19,14711,5,5,55,0
A24158,Equipment,2012-06-28,41509,Straight-Line,15,-34964.22,23,12,3963,4,6,38,0
A24159,Furniture,2019-04-13,153676,Declining Balance,19,-6555.44,12,5,7970,9,1,15,1
A24160,Furniture,2006-08-22,85254,Straight-Line,9,-53908.56,7,18,558,0,1,49,1
A24161,Building,2008-12-23,122057,Declining Balance,19,-244294.58,19,15,15618,12,4,31,0
A24162,Building,2024-01-21,102736,Straight-Line,14,92529.95,16,0,6334,8,2,26,1
A24163,Equipment,2024-02-15,45295,Declining Balance,9,42681.54,15,0,2949,10,5,38,0
A24164,Building,2023-12-07,105921,Straight-Line,13,94452.51,17,0,15778,13,7,51,0
A24165,Building,2010-11-24,182333,Declining Balance,9,-45383.43,30,13,15851,12,7,14,0
A24166,Machine,2015-05-19,240548,Declining Balance,5,127589.3,18,9,6448,6,9,74,0
A24167,Machine,2017-11-27,47932,Straight-Line,12,8457.04,25,6,1578,4,10,31,0
A24168,Equipment,2017-01-13,94455,Declining Balance,8,36011.94,28,7,3171,2,5,82,0
A24169,Equipment,2016-02-22,89418,Straight-Line,17,-41727.58,9,8,6145,15,8,87,0
A24170,Equipment,2016-12-07,170661,Declining Balance,17,-56668.8,8,7,1433,9,3,71,1
A24171,Vehicle,2020-08-21,150418,Straight-Line,18,38630.64,11,4,16536,4,3,64,1
A24172,Furniture,2007-03-27,233655,Straight-Line,12,-258211.18,29,17,3751,6,10,9,0
A24173,Furniture,2020-03-20,114906,Declining Balance,5,88760.95,20,4,383,8,9,11,0
A24174,Furniture,2017-01-03,177348,Declining Balance,6,94757.28,21,7,11108,14,8,1,0
A24175,Machine,2017-02-22,182753,Declining Balance,17,-54129.94,5,7,15815,13,2,90,1
A24176,Vehicle,2016-06-11,190245,Straight-Line,8,63526.19,10,8,1900,1,9,94,0
A24177,Machine,2022-11-16,10949,Straight-Line,10,8879.19,30,1,8833,11,2,89,1
A24178,Furniture,2021-12-21,131320,Declining Balance,10,94622.36,17,2,15542,2,7,44,0
A24179,Machine,2014-06-03,125603,Declining Balance,13,-43407.02,28,10,1897,11,3,93,1
A24180,Machine,2015-07-24,126051,Straight-Line,6,56387.97,9,9,2092,2,10,41,0
A24181,Machine,2014-03-12,189775,Declining Balance,9,9104.0,16,10,11141,2,5,34,0
A24182,Furniture,2010-10-24,143767,Straight-Line,5,43405.82,5,13,14663,2,8,34,1
A24183,Furniture,2012-10-30,57235,Declining Balance,17,-58964.59,26,11,1429,9,4,14,0
A24184,Equipment,2004-11-08,183967,Declining Balance,7,-72598.92,18,19,13087,2,10,60,1
A24185,Equipment,2010-12-23,22471,Declining Balance,7,768.32,6,13,15853,6,9,93,1
A24186,Machine,2019-01-08,149230,Declining Balance,6,97764.05,28,5,8121,4,3,10,1
A24187,Furniture,2019-03-11,122669,Declining Balance,19,-7339.98,29,5,12857,8,7,43,0
A24188,Building,2017-09-04,9368,Straight-Line,6,5381.08,6,7,8533,15,4,3,1
A24189,Equipment,2016-11-02,62603,Straight-Line,7,27845.47,18,7,15613,5,9,98,0
A24190,Furniture,2008-10-24,23244,Declining Balance,6,983.25,12,15,17316,10,6,94,1
A24191,Equipment,2008-04-11,185738,Straight-Line,10,-120704.26,20,16,1693,13,5,90,0
A24192,Building,2019-06-04,210661,Straight-Line,16,30496.79,15,5,1003,2,2,66,1
A24193,Furniture,2017-10-19,234838,Straight-Line,19,-76151.85,8,6,10549,8,3,48,1
A24194,Building,2012-05-15,191164,Straight-Line,14,-140770.03,23,12,5458,6,1,70,1
A24195,Furniture,2022-07-18,152838,Declining Balance,12,112086.78,15,2,5284,11,4,31,0
A24196,Machine,2009-07-18,151226,Straight-Line,6,13034.44,11,15,6160,9,9,24,1
A24197,Equipment,2015-08-14,20617,Declining Balance,19,-15239.07,24,9,8414,1,1,25,1
A24198,Vehicle,2011-10-07,200265,Straight-Line,11,-86295.01,11,13,5623,12,1,90,1
A24199,Building,2024-03-05,78663,Declining Balance,10,74029.43,26,0,3543,8,8,82,0
A24200,Machine,2011-05-16,120407,Straight-Line,6,23579.98,6,13,4379,14,3,42,1
A24201,Equipment,2017-06-07,127267,Declining Balance,9,43228.94,9,7,14235,10,1,79,1
A24202,Equipment,2018-12-17,202087,Straight-Line,13,49497.47,29,5,11843,8,9,20,0
A24203,Furniture,2014-04-19,128577,Straight-Line,11,-19561.32,28,10,17803,4,7,80,0
A24204,Vehicle,2021-06-24,55704,Straight-Line,14,30064.9,25,3,17227,10,10,73,0
A24205,Machine,2011-07-20,7685,Straight-Line,14,-6543.41,11,13,19211,7,8,88,1
A24206,Building,2013-06-02,140128,Straight-Line,11,-34874.6,11,11,17411,9,6,82,0
A24207,Machine,2019-11-05,249551,Declining Balance,16,52973.18,24,4,4945,13,8,28,0
A24208,Building,2005-02-05,92130,Declining Balance,10,-89176.79,10,19,1197,6,9,74,1
A24209,Equipment,2019-03-24,175653,Straight-Line,17,10149.37,9,5,16917,10,8,95,0
A24210,Machine,2010-07-12,79060,Straight-Line,14,-78626.79,28,14,18693,2,8,76,0
A24211,Building,2006-01-29,185418,Straight-Line,12,-230629.51,20,18,6265,7,2,70,1
A24212,Vehicle,2006-05-15,165718,Straight-Line,6,-17316.4,19,18,8739,13,4,5,0
A24213,Building,2014-08-17,57556,Declining Balance,17,-41709.97,17,10,3888,9,3,2,1
A24214,Furniture,2009-06-13,208676,Declining Balance,14,-239068.37,24,15,13466,5,6,81,0
A24215,Vehicle,2020-08-22,142905,Straight-Line,20,24979.01,12,4,14767,11,7,3,0
A24216,Vehicle,2019-03-03,140256,Declining Balance,14,30295.3,25,5,17141,8,5,42,0
A24217,Furniture,2005-03-12,196042,Straight-Line,17,-456622.1,15,19,438,1,4,75,1
A24218,Vehicle,2023-04-15,52678,Straight-Line,18,38649.78,8,1,1237,12,6,20,0
A24219,Machine,2011-08-22,63910,Declining Balance,5,21939.52,24,13,4688,14,10,13,0
A24220,Building,2008-07-25,175792,Declining Balance,13,-194676.4,24,16,3887,13,2,76,1
A24221,Building,2020-07-25,40923,Straight-Line,13,18564.47,26,4,15420,14,6,51,0
